Id,indegree,outdegree
AGAMBEN Giorgio,22,0
AMORIM Graziele Regina de,0,61
AZEVEDO Gleice LInhares de,0,42
CARNEIRO Aílton José dos Santos,3,65
MACHADO José Wellington de Oliveira Machado,0,37
MAIA Renata Santos,0,106
MALINSKI Andre Americano,0,42
MELO Kelyel Fortes de Resende,0,112
NUNES Kauan Amora,0,52
OLIVEIRA JR Alcidesio de,0,0
RAMOS Jeferson,0,85
RIBAS Jorge Luiz Teixeira,0,59
SILVA Aline Nawara Cintra,0,66
SILVA Camila Diane,0,37
SILVA Gustavo Henrique Ramos,0,62
SOARES Anderson da Silva,0,60
TAVOLARO José Eduardo Matos,0,25
TROVAO Flavio Vilas-Boas,2,0
AGGLETON Peter,2,0
SILVA Sandro Coutinho da,0,41
AZEVEDO Ciro Linhares de,0,86
AGRA DO Ó Alarcon,4,0
MEDEIROS Lucas,0,104
HENRIQUES Adolfo Veiller Souza,0,71
AGRA Giscard Farias,1,0
AGUIAR Asdrúbal António de,1,0
CARVALHO Marilia Miranda Alves,0,56
AGUIAR Flávio,4,0
GIMENEZ Mariana Quadros,4,41
PEREIRA Joao Lenon Siqueira,0,91
TEDESCO Caio de Souza,3,64
AHMED Sara,2,0
FRANCA Nayla Flavianne Borges Carvalho,0,44
AKOTIRENE Carla,13,0
BARBOSA Camila Nadedja Teixeira,0,119
BARRETO Juliano Bezerra de Menezes,0,56
DONINI Barbara Brognoli,0,56
NASCIMENTO Renan de Souza,0,66
PAIVA Ludmila Soares,0,72
SANTOS Raian Souza,0,69
VIEIRA Adriana Fraga,0,120
ALBERTI Verena,20,0
ARRUDA Guilherme Lima de Arruda,0,27
BRANDAO Fagner Alves Moreira,0,28
BRITO Paulo Henrique de,0,38
CARVALHO Mozart Matheus de Andrade,0,57
FERREIRA Matheus Yago Gomes,1,49
FREITAS Randas Gabriel Aguiar,0,39
LIMA Michele Pires,1,74
OLIVEIRA Augusta da Silveira de,0,59
PINTO Matheus Rodrigues,6,61
ROSSELLI Gabriela Brum,0,61
SANTOS Rafael Franca Goncalves dos,5,91
SILVA Jefferson Luiz Balbino Lourenço da,0,33
SILVA Josean Ricardo de Souza e,0,35
SILVA Rafaella de Sousa,0,0
SILVEIRA NETO Adilio Luiz da,2,0
SOUSA Luana Neres de,0,0
VERAS Elias Ferreira,31,89
ALBIERI Sara,2,0
SANTOS Leonardo Stabele,0,33
PEREIRA Cristiane dos Santos,0,0
ALBIN Ricardo Cravo,1,0
ALBUQUERQUE JR Durval Muniz de,46,0
ARAÚJO João Diogo Trindade Cordeiro,2,56
ARAUJO Patrícia Simone,1,50
BISPO Daniana de Oliveira,0,41
DUARTE Daniel Vital Silva,0,89
FLAUAUS Vinicius Melo,0,52
GONCALVES Alisson,0,46
LINS Rivelynno da Costa,0,30
MACAO Izabel Rizzi,0,37
NICOLAU Marcio Almeida,0,55
OLIVEIRA Rosana Medeiros de,0,0
PEREIRA Romulo Medeiros,0,0
PEREIRA Veronica Figueiredo,0,38
QUEIROZ Igor Henrique Lopes de,2,0
RIBEIRO JR Benedito Inacio,3,55
SALDANHA Rafael Araujo,3,0
SAMPAIO Filipe de Jesus,0,43
SANTOS Helio Secretario dos,0,0
SILVA Adjefferson Vieira Alves da,0,0
SILVA Laercio Theodoro da,0,0
SILVA Sandro Jose da,5,0
SOUZA Paulo Vitor Guedes de,0,66
ALBUQUERQUE Wlamyra Ribeiro,2,0
ALDRICH Robert,2,0
SILVA Filipe Noe da,0,67
ALENCAR Gedeon,2,0
MARANHAO Du Flor Meinberg,0,102
ALENCAR José de,1,0
ALENCASTRO Luiz Felipe,4,0
PERALTA Antonio Carlos Lopes,0,0
CARDOSO Policleiton Rodrigues,0,41
ALGRANTI Leila Mezam,2,0
NAPOLITANO Minisa Nogueira,4,0
ALGRANTI Leila Mezan,4,0
GAMA Elizabeth Castelano,1,0
ALMADA Sandra,0,0
ALMEIDA Amylton de,1,0
ALMEIDA Angela Mendes de,4,0
ALMEIDA Carla Maria Carvalho,1,0
ALMEIDA Fábio Chang de,3,0
ALMEIDA Fortunato de,1,0
ALMEIDA Glaucia Elaine Silva,3,0
SANTOS Patricia Lessa dos,0,0
ALMEIDA Guilherme,4,0
AZEVEDO Rafaela Costa de,1,52
LEAL Camilla,0,55
ALMEIDA Heloisa Buarque de,7,0
GODOY Fabricio Sparvoli,0,56
BELMONTE Pilar Rodriguez,2,0
ALMEIDA José Ricardo Pires de,2,0
GOMES Aline Ferreira,0,37
ALMEIDA Juniele Rebêlo de,5,0
FERRAZ Maria Cruz,0,50
ALMEIDA Maria Hermínia Tavares de,2,0
SILVA Jaine Chianca da,0,74
ALMEIDA Maria Isabel Gomes de,2,0
ALMEIDA Maria Regina Celestino de,3,0
BARROS Bruna Aparecida,0,51
ALMEIDA Maria Rita,1,0
LORENZONI Andre Luis,0,0
ALMEIDA Miguel Vale de,6,0
GOMES Mauricio Pereira,3,0
LOPES Fernando Jose,0,60
ALMEIDA Néri,2,0
FREITAS JR Renilson Pereira de,0,28
ALMEIDA Ronaldo de,2,0
SOLEDADE Alisson Cruz,0,45
ALMEIDA Silvio Luiz de,4,0
PAZ Thaís Terezinha,0,27
ALMODÓVAR Pedro,2,0
ALONSO Angela,5,0
GONÇALVES Maria Angela Gomes,0,31
SILVA Naylla Oliveira da,0,35
SILVEIRA Guilherme Pontes,0,21
SOBRAL Thasio Fernandes,0,58
NUNES Julia Ronai Porto,0,2
ALÓS Anselmo Peres,2,0
ALTHAUS-REID Marcella,2,0
ALTMAN Dennis,2,0
VITIELLO Gabriel Natal Botelho,6,0
ZAQUIEU Ana Paula Vianna,0,0
ASSUMPCAO Andreia dos S B M de,0,0
ALTMANN Helena,2,0
MACHADO JR Sergio da Silva,0,18
ÁLVAREZ Fernando Bouza,2,0
ALVAREZ Marcos César,3,0
LIMA Rodrigo Ramos,2,69
ALVAREZ Sônia,2,0
ALVES Branca Moreira,3,0
CARDOZO Leidy Carolina Diaz,0,37
NOGUEIRA Nadia Cristina,5,0
ALVES Flavio,0,0
ALVES Hailey,7,0
ALVES José Eustáquio Diniz,2,0
ALVES Maria Helena Moreira,5,0
ALVES Paula,2,0
ALVES Paulo César,1,0
ALVES Zedequias,2,0
AMARAL Darwin Santiago,0,0
ALVITO Marcos,0,0
AMADO Janaína,28,0
BATISTA Ana Cecilia Pereira,0,34
HIRATA Gabriel Tadashi,0,12
MONTEIRO Johnnatan David Bia,0,39
NUNES Anderson Cruz,0,33
OCANHA Rafael Freitas,20,0
AMADO Jorge,0,0
AMANCIO I M S,2,0
AMANCIO Izzie Madalena Santos,2,0
AMANCIO Tunico,2,0
AMANTINO Márcia,16,0
SILVA Claudielle Pavão da,0,58
AMARAL Ana Luísa,3,0
AMARAL Maria Adelaide,0,0
AMARAL Marília dos Santos,4,0
AMARAL Muriel Emídio Pessoa,6,0
COSTA Geovane Batista da,1,26
AMARAL Rita,0,0
AMATO Gabriel,4,0
AMORIM Graziele Regina,0,0
ANDERSON Benedict,4,0
ANDERSON Perry,3,0
ANDRADE Augusto José,1,0
ANDRADE Luma Nogueira de,6,0
ANDRADE Mário de,2,0
CANABARRO Ronald,7,70
ANDRADE Marta Mega,2,0
CORDEIRO Luiz Henrique Bonifacio,0,81
LEITE Letticia Batista Rodrigues,2,0
ROMERO Sheila R,0,0
ANGELO Vitor Amorim de,2,0
ANJOS Gabriele dos,1,0
AGUIAR JR Fernando Domingos de,0,45
ANKERSMIT Franklin R,3,0
ANSART Pierre,2,0
ANTUNES Cátia,3,0
ANTUNES José Leopoldo Ferreira,2,0
GOUVEIA Vanessa Alves,0,28
SILVA Redson dos Santos,0,44
ANTUNES Pedro Paulo Sammarco,5,0
ANTUNES Ricardo,2,0
ANZALDÚA Glória,2,0
AQUINO Maria Aparecida,3,0
AQUINO Tathiane Araújo,3,0
ARÁN Márcia,4,0
ARANHA Gervásio Batista,2,0
ARANTES Antonio,1,0
ARANTES Maria Auxiliadora,2,0
ARAÚJO Emanuel,2,0
ARAÚJO Eronides Câmara,3,0
ARAÚJO Inês Lacerda,3,0
ARAÚJO JR José Carlos,2,0
ARAÚJO Lucinha,2,0
ARAÚJO Maria,0,0
ARAÚJO Maria Luiza Macedo,0,0
ARAÚJO Maria Paula Nascimento,9,0
JATOBA Icaro,0,28
ARAÚJO Martinho Tota Filho Rocha,1,0
ARAUJO Paulo Cesar,2,0
ARAÚJO Rosa Maria Barbosa de,2,0
ARBEX Daniela,2,0
ARBEX JR José,2,0
CARNEIRO Hugo,0,30
ARENAS Reinaldo,3,0
MENDES Bruna Alves Carvalho,0,16
AREND Silvia Maria Fávero,2,0
PEREIRA Ronielyssom Cezar Souza,4,40
ARENDT Hannah,15,0
LEITE Isadora Damasceno Ribeiro,0,17
ARENZ Karl Heinz,2,0
ARFUCH Leonor,7,0
ARIAS NETO José Miguel,2,0
ARIÈS Philippe,30,0
BANDEIRA Marcio Leopoldo Gomes,12,0
DENIPOTI Cláudio,3,0
GUIMARAES Celeste Azenha,0,0
MUNIN Pietra Mello,2,26
OLIVEIRA Estevao Silva de,0,27
REIS Rachel Correia Lima,0,0
SILVA Clodoaldo Oliveira,0,52
ARILHA Margareth,1,0
ARISTÓFANES,0,0
ARISTOPHANE,0,0
ARISTÓTELES,3,0
KIBUUKA Brian Gordon Lutalo,0,125
ARISTOTLE,0,0
BACH Luanna Fernanda da Cruz,0,61
ARMSTRONG Karen,1,0
ARMUS Diego,4,0
RAMOS Lissandra Queiroga,2,45
ARNEY Lance,7,0
ARÓSTEGUI Julio,2,0
DEPIERI Caroline Stefany,0,0
ARRUDA Ângela,0,0
ARTAUD Antonin,1,0
ARTIÉRES Philippe,6,0
ASSIS Angelo Adriano Faria de,4,0
ASSIS Gláucia de Oliveira,3,0
ASSMANN Hugo,2,0
ASSMANN Selvino José,2,0
ASSUMPÇÃO JR Francisco B,1,0
ASSUMPÇÃO Leilah Landin,0,0
ASSUNÇÃO Aroldo,1,0
ASSUNÇÃO Paulo de,3,0
MERCES Filipe Santos das,0,38
ATWOOD Margareth,2,0
AUAD Daniela,1,0
AUAD Sylvia Maria,1,0
AUERBACH Erich,2,0
AUGÉ Marc,1,0
AUGRAS Monique,1,0
AUGUSTO Sérgio,0,0
AUMONT Jacques,2,0
AUSTIN John Langshaw,3,0
AVELAR Alexandre,4,0
GONCALVES Mateus Henrique Siqueira,0,45
AVELAR Suzana,2,0
ÀVILA Arthur Lima de,2,0
ÁVILA Eliana,1,0
ÁVILA Simone,7,0
AYMARD Maurice,2,0
AZEVEDO Aluísio,2,0
AZEVEDO Carlos Moreira,3,0
AZEVEDO Cecília,4,0
AZEVEDO João L㺣io de,2,0
AZEVEDO Kátia Teonia,4,0
LIMA Ana Claudia Teixeira de,2,48
AZEVEDO MARIN R E,2,0
AZEVEDO Sânzio,2,0
AZOULAY Vincent,2,0
AZZI Riolando,2,0
BACCHETTA Paola,1,0
BACELLAR Carlos,2,0
COSTA NETO Olavio Bento,0,24
BACHELARD Gaston,2,0
BACZKO Bronislaw,6,0
BADINTER Elisabeth,15,0
BAECQUE Antoine,2,0
BAGAGLI Beatriz,2,0
BAHIA Juarez,0,0
BAHIANA Ana Maria,1,0
BAKHTIN Mikhail,9,0
BALANDIER Georges,2,0
BALIEIRO Fernando,5,0
BALLESTRIN Luciana,3,0
BALTAR Mariana,2,0
CARDOSO Max Wesley Santos,0,29
BARALE Michèle Aina,4,0
PIACSEK Eduardo Guilherme,0,0
BARATTA Alessandro,1,0
BARBALHO Alexandre,2,0
BARBERO Graciela Haydée,1,0
BARBERO Jesús Martin,1,0
BARBIN Herculine,2,0
BARBO Daniel,5,0
BARBOSA Ana Mae,3,0
BARBOSA Bruno César,3,0
BARBOSA Daguimar,2,0
BARBOSA David Sampaio,3,0
BARBOSA Luanna,2,0
BARBOSA Marialva,5,0
BARBOSA Nelson Luís,3,0
BARBOSA R M,0,0
BARBOSA Regina Helena Simões,3,0
BARBOSA Regina Maria,2,0
SILVA Claudio Roberto da,10,0
SILVA Lauri Miranda,0,48
BARCA Isabel,3,0
BARDIN Laurence,7,0
TOMAZELLI Roni,0,34
BARNART Fabiano,2,0
BARRET-DUCROCQ François,1,0
BARRETO Andreia,1,0
BARRETO Victor Hugo de Souza,2,0
BARROS Gilda Naécia Maciel,0,0
BARROS Henrique Lins,1,0
BARROS José D' Assunção,22,0
BARROS JR Francisco,1,0
BARROS Patrícia Marcondes,4,0
BARROSO Fernando Luiz,1,0
BARTH Frederik,1,0
BARTHES Roland,11,0
PINTO Renato,4,0
BASCHET Jérôme,1,0
BASHFORD Alisson,2,0
BASTIDE Roger,0,0
BASTOS Cristiana,0,0
BASTOS Francisco Inácio,4,0
BASTOS Liliana Cabral,2,0
BASTOS Maria Helena Câmara,1,0
BASTOS Mário Jorge da Motta,2,0
BATAILLE Georges,3,0
BATALHA Claudio Henrique de Moraes,2,0
BAUDELAIRE Charles,1,0
BAUDRILLARD Jean-Luc,4,0
BAUDRY André,0,0
BAUER Martin W,1,0
BAUMAN Zigmunt,9,0
BAZÁN Osvaldo,2,0
BAZIN André,1,0
BEATTIE Peter M,1,0
BEAUVOIR Simone de,22,0
BATISTA Leticia Emilia,0,62
BECK Ulrich Risk,1,0
BECKER Howard S,0,0
COSTA Rogério da Silva Martins da,10,0
BEEMYN Genny,2,0
BEJEL Emílio,2,0
BÉJIN André,21,0
BELLINI Lígia,13,0
GOMES Fabio da Silva,0,31
BELLOTO Heloísa Liberalli,2,0
BELLOTTI Karina Kosicki,2,0
BENASSAR Bartolomé,1,0
BENATTI Antonio Paulo,1,0
BENCHIMOL Jaime Larry,2,0
BENEDETTI Marcos Renato,11,0
BENETTI Fernando José,4,0
BENEVIDES Bruna G,5,0
BENEVIDES Maria Victória,1,0
BENHABIB Seyla,2,0
BENJAMIN Walter,14,0
BENSA Alban,2,0
BENTO Berenice,50,0
ALVES Edhilson Dantas,0,44
BENTO Maria Aparecida Silva,4,0
BERARDINELLI Waldemar,2,0
BERGER John,3,0
BERGER Peter,2,0
BERGSON Henri,1,0
BERLANT Laurent,2,0
BERMÚDEZ Mónica De Martino,2,0
BERNAND Carmen,1,0
BERNARDES Maria Thereza Caiuby Crescenti,0,0
BERNARDET Jean-Claude,4,0
BERSTEIN Serge,6,0
BERTOLLI FILHO Claudio,6,0
BERUTTI Eliane Borges,3,0
BESSA Karla Adriana M,7,0
BESSA Marcelo Secron,6,0
BESSE Susan K,1,0
BETHENCOURT Francisco,10,0
BETTO Frei,2,0
BEZERRA Carlos Eduardo,2,0
BEZERRA Holien Gonçalves,0,0
BEZERRA Julio,1,0
BEZERRA Marlos Alves,3,0
BHABHA Homi K,6,0
BIANCARELLI Aureliano,1,0
BIANCHET Sandra Braga,2,0
BICALHO Maria Fernanda,5,0
BINI Edson,0,0
BIRMAN Joel,3,0
BIRMAN Patrícia,2,0
BIROLI Flávia,5,0
BITTENCOURT Circe Maria Fernandes,7,0
BITTENCOURT Francisco,1,0
BITTENCOURT Luciana,1,0
BITTENCOURT Marcelo,2,0
BLOC Lucas Guimarães,2,0
BLOCH Howard,1,0
BLOCH Marc,21,0
FREITAS Talitta Tatiane Martins,2,37
BLOOM Harold,1,0
BLUTEAU Raphael,4,0
BOARDMAN John,1,0
BOBBIO Norberto,5,0
BOEHRINGER Sandra,2,0
BOFF Leonardo,3,0
BOHN Alessandra Maria,2,0
BOITO JR Armando,1,0
BOLOGNE Jean Claude,1,0
BOLSONARO Jair,2,0
BOLTANSKI Luc,0,0
BOLTON Brenda,2,0
BOMENY Helena,2,0
BONADIO Maria Claudia,2,0
BONASSI Brune Camillo,3,0
BONDÍA Jorge Larrosa,2,0
BONNET Marie-Jo,1,0
BORBA Andressa da Silva,3,0
BORBA Rodrigo,3,0
BORDO Susan R,4,0
BORELLI Silvia Helena Simões,4,0
BORGES Nilson,3,0
SILVA Daniel Henrique de Oliveira,4,25
BORGES Valdeci,2,0
BORGES Vavy Pacheco,3,0
BORILLO Daniel,2,0
BORIS Georges Daniel,2,0
BORNSTEIN Kate,2,0
BORRILLO Daniel,26,0
BORSA Juliane Callegaro,2,0
BORTOLOZZI Remos Matheus,3,0
BOSCHI Caio César,1,0
BOSI Alfredo,2,0
BOSI Ecléa,5,0
BOSSY John,1,0
BOSWELL John,9,0
BOTTON Fernando Bagiotto,3,0
BOURCIER Sam,2,0
BOURDIEU Pierre,71,0
BOUREAU Alain,2,0
BOUTIER Jean,1,0
BOWRA C M,1,0
BOXER Charles R,3,0
BOZON Michel,3,0
BRABO Tânia Suely,1,0
BRAGA Cíntia Guedes,2,0
BRAGA Isabel M R Mendes Drumond,5,0
BRAGA João,2,0
BRAGA Júlio,0,0
BRAGA Paulo Drumond,4,0
CAVALCANTE Lais Medeiros,0,0
BRAH Avtar,5,0
BRAIDOTTI Rosi,2,0
BRANCO Edward de Alencar Castelo,2,0
BRANCO Guilherme Castelo,4,0
BRANCO Lúcia Castello,2,0
BRANDÃO Ana Maria,4,0
BRANDÃO Alessandra,2,0
BRANDÃO Elaine Reis,1,0
BRANDÃO Fagner Alves Moreira,2,0
BRANDÃO Helena H Nagamine,3,0
BRANDÃO José Luís,2,0
BRANDÃO Junito,2,0
BRANNON R,1,0
BRASILIENSE Maria Bernadete,2,0
BRAUDEL Fernand,2,0
BRAY Alan,3,0
BRAZ Camilo Albuquerque,5,0
BREMMER Jan,5,0
BREPOHL Marion,1,0
BRESCIANI Maria Stella Martins,5,0
BRETAS Marcos Luiz,3,0
BRETT Guy,2,0
BRIGGS Asa,2,0
BRITES Jurema,2,0
BRITO Ana Maria de,2,0
BRITO Eleonora Zicari Costa,1,0
BRITO Walderes,2,0
BRITTO Sérgio,2,0
BRITZMAN Deborah,6,0
BROD Jairo Luis,1,0
BROWN Judith C,3,0
BROWN Peter,4,0
BROWN Wendy,2,0
BRÜGGER Silvia Maria,1,0
BRULON Bruno,7,0
BRUM Eliane,2,0
BRUM Roberta Knapik,2,0
BRUNDAGE James A,2,0
BRUSCHINI Cristina,3,0
BRUSCHINI Maria C,2,0
BUARQUE Chico,3,0
BUENO Maria Lúcia,1,0
BUFFIÈRE Félix,1,0
BUFFON Roseli,2,0
BUITONI Dulcília Schroeder,3,0
BULFINCH Thomas,2,0
BULHÕES Marcelo,1,0
BULLOUGH Vern,2,0
BURGUIÈRE André,1,0
BURITY Joanildo,2,0
BURKE Peter,45,0
BURKERT Walter,1,0
BUSIN Valéria Melkin,2,0
BUSS Paulo Marchiori,2,0
BUSTAMANTE Regina Maria,2,0
BUTLER Judith,111,0
BUTTURI JR Atílio,1,0
BUXTON Richard,1,0
BUZAID Alfredo,4,0
CARA Cristina,2,0
CABRAL Euclides,2,0
CABRAL Jacqueline Ribeiro,5,0
CAETANO Márcio,22,0
CAIMI Flávia Eloisa,2,0
CAINELLI Marlene,2,0
CALADO Carlos,1,0
CALAINHO Daniela Buono,6,0
CALAME Claude,1,0
CALDAS Alberto Lins,1,0
CALDAS Dário,2,0
CALDEIRA Angela Cristina Germine Pinto,2,0
CALDEIRA Teresa P,1,0
CALEIRO Regina Célia Lima,1,0
CALLEGARI Jeanne,1,0
CALLIGARIS Contardo,3,0
CALVANI Carlos Eduardo,2,0
MORAES Diogo Marialva,0,24
CALVINO Ítalo,2,0
CÂMARA Cristina,3,0
CAMARGO Ana Maria Faccioli,2,0
CAMARGO Flávio Pereira,2,0
CAMARGO JR Kenneth R,2,0
CAMARGOS Moacir Lopes,1,0
CAMBIANO Giuseppe,1,0
CAMINHA Adolfo,6,0
CAMINOTI Jacqueline Medeiros,2,0
CAMPANHOLE Adriano,2,0
CAMPBELL Colin,1,0
CAMPEDELLI Samira Youssef,2,0
CAMPELLO Bernadete,2,0
CAMPOS Leonildo Silveira,3,0
CAMPOS Núbia Carla,5,0
CAMPOS Pedro Marcelo,1,0
CAMPOS Tarcísio Passos Ribeiro,1,0
CAMUS Albert,1,0
CANCLINI Néstor García,2,0
CANDAU Joël,6,0
CANDAU Vera Maria,2,0
CANDIDO Antônio,5,0
CANDIDO Maria Regina,3,0
CANDIOTTO César,5,0
CANFORA Luciano,0,0
CANGUILHEM Georges,10,0
CAÑIZAL Eduardo Peñuela,1,0
CANO Wilson,2,0
CANTALICE Juviniano Gomes,1,0
CANTARELLA Eva,3,0
CAPELATO Maria Helena Rolim,10,0
CAPONE Stefania,1,0
CAPONI Sandra,4,0
CAPRIO Frank S,2,0
CARBONELL Charles-Oliver,1,0
CARDEAL ARNS D Paulo Evaristo,2,0
CARDIM Pedro,2,0
CARDOSO Ciro Flamarion,28,0
CARDOSO DE OLIVEIRA Luis R,1,0
CARDOSO Elisabeth,2,0
CARDOSO Elizabeth da P,3,0
CARDOSO Fernando Henrique,2,0
CARDOSO Fernando Luiz,2,0
CARDOSO Heloisa Helena Pacheco,3,0
CARDOSO Ruth Corrêa Leite,4,0
CARDOSO Sérgio,0,0
CARDOSO Zélia,1,0
CARMO Paulo Sérgio do,2,0
CARNEIRO Édison,1,0
CARNEIRO Henrique,3,0
CARNEIRO Maria Elizabeth Ribeiro,2,0
CARNEIRO Maria Luiza Tucci,9,0
CARNEIRO Sueli,6,0
CARONE Edgar,0,0
CARRARA Sérgio,28,0
CARRASCO Rafael,1,0
CARRASCOSA Sejo,11,0
CARRIERI Alexandre,1,0
CARRIJO Gilson Goulart,3,0
CARRILLO Jesús,3,0
CARROLL Lewis,1,0
CARSTEN Janet,2,0
CARTLEDGE Paul,2,0
CARULA Karoline,2,0
CARVALHO Carlos Alberto de,3,0
CARVALHO Diana Maul de,6,0
CARVALHO Gilmar,1,0
CARVALHO Joaquim Ramos de,3,0
CARVALHO José Jorge de,2,0
CARVALHO José Murilo de,9,0
CARVALHO Luiz Maklouf,2,0
CARVALHO Mario Felipe de Lima,6,0
CARVALHO Vânia Carneiro,2,0
CASAGRANDE Carla,2,0
CASSAB Latif Antonia,3,0
CASSAL Luan Carpes Barros de,3,0
CASTAÑEDA Jorge G,1,0
CASTEL Pierre-Henri,3,0
CASTEL Robert,1,0
CASTELLANO Juan Luis Castellano,1,0
CASTELLS Manuel,7,0
CASTELO BRANCO Pedro Vilarinho,0,0
CASTIEL Luis David,1,0
CASTILHO Euclides Ayres,2,0
CASTILHO Inês,1,0
CASTILHO Kathia,2,0
CASTILLO Ana,3,0
CASTILLO Elisa,2,0
CASTLE T,0,0
CASTORIADIS Cornelius,3,0
CASTRO Ana Lúcia,2,0
CASTRO Celso,6,0
CASTRO Claudia Gomes,2,0
CASTRO Edgardo,8,0
CASTRO Fidel,1,0
CASTRO Hebe Maria Mattos,2,0
CASTRO M G,2,0
CASTRO Paulo César,2,0
CASTRO Ruy,3,0
CAUFIELD Susann,5,0
CAVALCANTE Alcilene,2,0
CAVALCANTE Olendina,2,0
CAVALCANTI Carlos André Macêdo,2,0
CAVALLO Guglielmo,1,0
CAVICCHIOLI M R,1,0
CAZEIRO Felipe,2,0
CEBALLOS Rodrigo,9,0
CECCARELLI Paulo Roberto,8,0
CECCHETTO Fátima Regina,2,0
CERQUEIRA Fábio Vergara,2,0
CERQUEIRA FILHO Gisálio,2,0
CERQUEIRA Marcelo,2,0
CERRI Luís Fernando,4,0
CERTEAU Michel de,43,0
CERVERA Júlia Pérez,2,0
CÉSPEDES Carlos Manuel,2,0
CEZAR Temístocles,3,0
CHALHOUB Sidney,12,0
CHAMBERLAND Line,1,0
CHAMBOULEYRON Rafael,2,0
CHARAUDEAU P,2,0
CHARAUDEAU Patrick,3,0
CHARTIER Roger,56,0
CHAUÍ Marilena,8,0
CHAUNCEY JR George,4,0
CHAUVEAU Agnès,6,0
CHERNOVIZ Pedro Luiz Napoleão,1,0
CHETCUTI Natacha,0,0
CHEVALIER Jean-Claude,2,0
CHEVITARESE André Leonardo,1,0
CHIAVENATO Júlio José,1,0
CHOAY Françoise,2,0
CHRISTOFOLETTI Rogério,1,0
CHRYSÓSTOMO Antônio,0,0
CIDREIRA Renata Pitombo,1,0
CIRILO Ione,1,0
CITELI Maria Teresa,2,0
CLARKE Cheryl,2,0
CLASTRES Pierre,3,0
CLAVERO Bartolomé,2,0
CLIFFORD James,2,0
COACCI Thiago,2,0
CODATO Adriano Nervo,1,0
CODES Ana Isabel López-Salazar,1,0
COELHO Claudio Novaes Pinto,1,0
COELHO Edmundo Campos,1,0
